image_name,tags
train_23944,agriculture clear primary road water
train_23945,clear primary
train_23946,clear primary
train_23947,artisinal_mine clear primary selective_logging
train_23948,clear primary
train_23949,clear primary
train_23950,agriculture cultivation habitation partly_cloudy primary road
train_23951,partly_cloudy primary
train_23952,agriculture cultivation cultivation habitation partly_cloudy primary road water
train_23953,cloudy
train_23954,clear primary
train_23955,clear primary
train_23956,clear primary
train_23957,artisinal_mine partly_cloudy primary water
train_23958,clear primary
train_23959,clear primary
train_23960,agriculture cultivation haze primary
train_23961,agriculture cultivation partly_cloudy primary
train_23962,agriculture clear primary road
train_23963,agriculture clear primary road
train_23964,clear primary selective_logging
train_23965,clear primary
train_23966,agriculture artisinal_mine bare_ground clear primary road water
train_23967,clear primary
train_23968,clear primary
train_23969,clear primary
train_23970,clear primary
train_23971,agriculture clear primary
train_23972,clear primary
train_23973,clear primary
train_23974,agriculture partly_cloudy primary
train_23975,clear primary
train_23976,partly_cloudy primary water
train_23977,partly_cloudy primary
train_23978,cloudy
train_23979,cloudy
train_23980,cloudy
train_23981,cloudy
train_23982,clear primary
train_23983,clear primary
train_23984,agriculture haze primary water
train_23985,partly_cloudy primary water
train_23986,clear primary water
train_23987,clear primary
train_23988,clear primary
train_23989,clear primary
train_23990,haze primary
train_23991,clear primary
train_23992,clear primary
train_23993,haze primary water
train_23994,clear primary selective_logging
train_23995,clear cultivation habitation primary
train_23996,clear primary
train_23997,partly_cloudy primary
train_23998,agriculture clear primary
train_23999,agriculture clear primary road water
train_24000,haze primary
train_24001,cloudy
train_24002,partly_cloudy primary
train_24003,agriculture clear cultivation primary road
train_24004,haze primary
train_24005,bare_ground clear primary
train_24006,clear cultivation primary
train_24007,agriculture clear primary water
train_24008,clear primary
train_24009,clear primary
train_24010,partly_cloudy primary
train_24011,clear primary
train_24012,bare_ground clear primary road water
train_24013,cloudy
train_24014,partly_cloudy primary
train_24015,clear primary
train_24016,clear primary
train_24017,haze primary
train_24018,agriculture clear habitation primary road water
train_24019,agriculture clear cultivation primary
train_24020,agriculture clear habitation primary road
train_24021,clear primary
train_24022,haze primary road water
train_24023,clear primary
train_24024,blooming clear primary
train_24025,agriculture clear primary water
train_24026,agriculture clear habitation primary road
train_24027,clear primary water
train_24028,clear primary
train_24029,clear primary
train_24030,partly_cloudy primary
train_24031,cloudy
train_24032,partly_cloudy primary
train_24033,haze primary road water
train_24034,agriculture clear cultivation primary water
train_24035,clear primary
train_24036,bare_ground clear
train_24037,agriculture clear cultivation primary
train_24038,partly_cloudy primary
train_24039,clear primary
train_24040,bare_ground clear primary
train_24041,agriculture clear primary water
train_24042,clear primary
train_24043,agriculture clear habitation primary road
train_24044,clear cultivation primary water
train_24045,clear primary
train_24046,agriculture clear habitation primary road
train_24047,haze primary water
train_24048,agriculture clear cultivation primary
train_24049,agriculture clear habitation primary road water
train_24050,clear primary
train_24051,clear primary
train_24052,clear primary
train_24053,agriculture bare_ground clear primary road
train_24054,agriculture clear primary road water
train_24055,agriculture clear cultivation primary road water
train_24056,clear primary
train_24057,clear primary
train_24058,clear primary water
train_24059,clear primary
train_24060,agriculture clear cultivation primary
train_24061,clear primary
train_24062,clear primary
train_24063,bare_ground clear primary
train_24064,clear primary road water
train_24065,partly_cloudy primary water
train_24066,agriculture clear habitation primary road
train_24067,clear primary
train_24068,clear primary
train_24069,clear primary
train_24070,cloudy
train_24071,agriculture clear habitation primary road
train_24072,agriculture clear road
train_24073,clear primary
train_24074,clear primary
train_24075,partly_cloudy primary
train_24076,agriculture clear primary
train_24077,clear primary
train_24078,clear primary water
train_24079,clear primary
train_24080,cloudy
train_24081,agriculture clear cultivation habitation primary road
train_24082,clear habitation primary road
train_24083,partly_cloudy primary
train_24084,clear primary
train_24085,clear primary
train_24086,agriculture clear primary road
train_24087,artisinal_mine clear primary road
train_24088,clear primary
train_24089,clear primary
train_24090,clear primary water
train_24091,partly_cloudy primary
train_24092,haze primary
train_24093,clear cultivation primary
train_24094,cloudy
train_24095,clear primary
train_24096,clear primary
train_24097,agriculture cultivation partly_cloudy primary
train_24098,clear primary
train_24099,agriculture clear primary
train_24100,haze primary
train_24101,clear primary
train_24102,clear primary
train_24103,clear primary selective_logging
train_24104,clear primary
train_24105,bare_ground clear primary
train_24106,clear primary
train_24107,clear primary
train_24108,cloudy
train_24109,bare_ground clear primary
train_24110,partly_cloudy primary
train_24111,agriculture clear cultivation primary road water
train_24112,clear water
train_24113,clear primary
train_24114,cloudy
train_24115,agriculture habitation partly_cloudy primary road
train_24116,clear cultivation primary
train_24117,clear primary
train_24118,haze primary
train_24119,clear primary
train_24120,agriculture clear primary
train_24121,clear primary
train_24122,haze primary
train_24123,agriculture clear primary road water
train_24124,agriculture haze primary road
train_24125,agriculture clear cultivation primary
train_24126,clear primary
train_24127,clear primary water
train_24128,cultivation haze primary water
train_24129,clear primary
train_24130,clear primary
train_24131,agriculture blooming clear primary
train_24132,agriculture partly_cloudy primary road water
train_24133,agriculture clear habitation primary road water
train_24134,clear primary
train_24135,agriculture clear primary road
train_24136,clear primary water
train_24137,clear primary
train_24138,clear primary
train_24139,cloudy
train_24140,clear water
train_24141,agriculture cultivation partly_cloudy primary
train_24142,haze primary
train_24143,clear primary
train_24144,agriculture clear cultivation primary
train_24145,partly_cloudy primary
train_24146,haze primary
train_24147,agriculture clear cultivation primary road
train_24148,agriculture clear cultivation habitation primary
train_24149,clear primary
train_24150,agriculture clear primary road
train_24151,clear primary
train_24152,clear primary
train_24153,agriculture clear primary
train_24154,clear primary
train_24155,haze primary
train_24156,clear primary
train_24157,agriculture clear primary road
train_24158,clear primary
train_24159,clear primary
train_24160,agriculture clear cultivation habitation primary road selective_logging
train_24161,habitation haze primary road water
train_24162,clear primary
train_24163,agriculture clear primary road
train_24164,cloudy
train_24165,clear primary
train_24166,agriculture clear primary water
train_24167,partly_cloudy primary
train_24168,clear primary water
train_24169,haze primary water
train_24170,clear primary
train_24171,partly_cloudy primary water
train_24172,clear primary
train_24173,clear primary
train_24174,clear primary
train_24175,clear primary
train_24176,agriculture clear primary
train_24177,partly_cloudy primary
train_24178,clear primary
train_24179,haze primary water
train_24180,haze primary road
train_24181,agriculture clear cultivation primary
train_24182,partly_cloudy primary
train_24183,clear primary water
train_24184,partly_cloudy primary water
train_24185,agriculture clear cultivation habitation primary road
train_24186,agriculture clear cultivation habitation primary
train_24187,agriculture haze primary water
train_24188,clear primary
train_24189,agriculture clear primary
train_24190,clear primary
train_24191,partly_cloudy primary
train_24192,cloudy
train_24193,agriculture cultivation haze primary road
train_24194,agriculture clear primary
train_24195,clear primary
train_24196,clear primary
train_24197,haze primary
train_24198,haze primary
train_24199,agriculture cultivation haze primary water
train_24200,partly_cloudy primary
train_24201,bare_ground clear habitation road
train_24202,partly_cloudy primary
train_24203,clear primary
train_24204,partly_cloudy primary
train_24205,clear cultivation habitation primary water
train_24206,clear primary
train_24207,agriculture clear primary road
train_24208,partly_cloudy primary
train_24209,clear primary
train_24210,partly_cloudy primary water
train_24211,clear primary road water
train_24212,cloudy
train_24213,agriculture clear primary road
train_24214,agriculture clear primary
train_24215,agriculture clear habitation primary road
train_24216,clear primary
train_24217,agriculture clear cultivation primary
train_24218,partly_cloudy primary
train_24219,blooming clear primary
train_24220,agriculture clear primary
train_24221,clear habitation road water
train_24222,partly_cloudy primary
train_24223,clear primary
train_24224,clear primary road
train_24225,partly_cloudy primary
train_24226,clear primary
train_24227,clear primary
train_24228,clear primary
train_24229,clear primary
train_24230,agriculture clear road
train_24231,haze primary
train_24232,clear primary water
train_24233,agriculture cultivation partly_cloudy primary road
train_24234,agriculture clear primary
train_24235,clear primary
train_24236,partly_cloudy primary water
train_24237,cloudy
train_24238,partly_cloudy primary
train_24239,clear primary
train_24240,agriculture partly_cloudy primary
train_24241,clear primary water
train_24242,bare_ground clear
train_24243,agriculture partly_cloudy primary
train_24244,clear primary
train_24245,clear primary
train_24246,partly_cloudy primary road
train_24247,clear primary road
train_24248,agriculture clear habitation primary road
train_24249,cloudy
train_24250,clear primary road
train_24251,clear primary
train_24252,clear primary
train_24253,agriculture clear cultivation primary
train_24254,partly_cloudy primary
train_24255,agriculture clear cultivation primary
train_24256,artisinal_mine clear primary water
train_24257,clear primary
train_24258,agriculture partly_cloudy primary
train_24259,clear primary selective_logging water
train_24260,partly_cloudy primary
train_24261,partly_cloudy primary water
train_24262,clear primary
train_24263,clear primary
train_24264,agriculture clear cultivation primary
train_24265,clear primary
train_24266,agriculture clear primary water
train_24267,agriculture clear primary road
train_24268,agriculture habitation haze primary road
train_24269,agriculture clear primary road
train_24270,cloudy
train_24271,agriculture clear cultivation habitation primary road
train_24272,agriculture clear habitation primary road
train_24273,partly_cloudy primary water
train_24274,agriculture clear cultivation primary water
train_24275,agriculture clear
train_24276,agriculture clear primary
train_24277,clear primary
train_24278,agriculture partly_cloudy primary
train_24279,partly_cloudy primary water
train_24280,cloudy
train_24281,habitation partly_cloudy primary road
train_24282,clear primary
train_24283,partly_cloudy primary
train_24284,clear primary
train_24285,cloudy
train_24286,clear primary
train_24287,agriculture clear primary road
train_24288,agriculture cultivation habitation partly_cloudy primary road
train_24289,agriculture clear primary road water
train_24290,clear primary
train_24291,agriculture partly_cloudy primary road
train_24292,clear primary
train_24293,agriculture clear cultivation habitation primary
train_24294,clear primary
train_24295,clear primary
train_24296,agriculture clear primary
train_24297,haze primary
train_24298,clear primary
train_24299,cloudy
train_24300,clear primary
train_24301,cloudy
train_24302,clear primary
train_24303,cloudy
train_24304,clear primary
train_24305,agriculture clear primary road
train_24306,clear primary
train_24307,clear primary
train_24308,agriculture partly_cloudy primary road
train_24309,clear primary
train_24310,clear primary water
train_24311,agriculture clear cultivation habitation primary
train_24312,haze primary water
train_24313,agriculture clear primary road
train_24314,clear habitation primary road water
train_24315,clear primary
train_24316,agriculture clear cultivation habitation primary
train_24317,clear primary selective_logging water
train_24318,clear primary
train_24319,clear primary
train_24320,agriculture clear cultivation habitation primary road water
train_24321,agriculture clear cultivation primary road
train_24322,clear primary
train_24323,clear primary
train_24324,clear primary
train_24325,partly_cloudy primary
train_24326,clear primary
train_24327,partly_cloudy primary water
train_24328,cloudy
train_24329,agriculture clear habitation primary road
train_24330,clear primary
train_24331,agriculture clear habitation primary road
train_24332,agriculture clear primary road
train_24333,agriculture cultivation habitation partly_cloudy primary road
train_24334,haze primary
train_24335,agriculture clear primary
train_24336,clear primary
train_24337,clear cultivation primary water
train_24338,partly_cloudy primary
train_24339,agriculture partly_cloudy primary road
train_24340,agriculture habitation partly_cloudy primary road
train_24341,agriculture clear primary
train_24342,clear primary
train_24343,partly_cloudy primary
train_24344,clear primary
train_24345,habitation haze primary water
train_24346,clear primary
train_24347,haze primary water
train_24348,clear water
train_24349,clear primary
train_24350,cloudy
train_24351,bare_ground clear primary road
train_24352,agriculture clear habitation primary road
train_24353,clear primary
train_24354,clear primary
train_24355,agriculture partly_cloudy primary
train_24356,cloudy
train_24357,agriculture clear cultivation primary road
train_24358,clear primary
train_24359,partly_cloudy primary
train_24360,bare_ground clear primary water
train_24361,clear primary
train_24362,clear primary
train_24363,clear primary
train_24364,agriculture partly_cloudy primary water
train_24365,agriculture clear habitation primary road
train_24366,clear primary
train_24367,agriculture clear primary water
train_24368,agriculture clear cultivation primary
train_24369,clear primary water
train_24370,agriculture clear habitation primary road water
train_24371,clear primary
train_24372,partly_cloudy primary water
train_24373,clear primary
train_24374,clear primary
train_24375,clear primary
train_24376,clear primary
train_24377,agriculture clear habitation primary road
train_24378,clear primary
train_24379,clear primary
train_24380,agriculture partly_cloudy primary
train_24381,agriculture cultivation partly_cloudy primary
train_24382,agriculture clear habitation primary road
train_24383,partly_cloudy primary
train_24384,agriculture cultivation partly_cloudy primary
train_24385,agriculture clear habitation primary road
train_24386,agriculture clear cultivation primary water
train_24387,partly_cloudy primary
train_24388,partly_cloudy primary
train_24389,clear primary
train_24390,cloudy
train_24391,agriculture clear habitation road
train_24392,clear primary
train_24393,clear primary
train_24394,agriculture clear primary
train_24395,agriculture cultivation partly_cloudy primary road
train_24396,cloudy
train_24397,blooming clear primary
train_24398,clear primary water
train_24399,partly_cloudy primary
train_24400,clear habitation primary road water
train_24401,clear primary
train_24402,clear primary
train_24403,clear primary
train_24404,partly_cloudy primary
train_24405,clear primary water
train_24406,agriculture clear habitation primary road
train_24407,clear cultivation primary
train_24408,clear primary
train_24409,blooming clear primary
train_24410,clear primary
train_24411,partly_cloudy primary water
train_24412,clear primary water
train_24413,clear cultivation primary
train_24414,clear primary
train_24415,clear primary road water
train_24416,clear primary
train_24417,haze primary
train_24418,clear primary
train_24419,clear primary
train_24420,partly_cloudy primary
train_24421,clear primary
train_24422,clear primary
train_24423,agriculture clear primary road
train_24424,agriculture bare_ground clear primary road
train_24425,partly_cloudy primary
train_24426,clear primary
train_24427,agriculture clear habitation primary road
train_24428,partly_cloudy primary water
train_24429,clear primary water
train_24430,agriculture clear cultivation primary road water
train_24431,agriculture clear primary road
train_24432,agriculture clear cultivation primary
train_24433,partly_cloudy primary water
train_24434,agriculture clear primary road
train_24435,clear primary
train_24436,clear primary
train_24437,agriculture habitation haze primary road
train_24438,agriculture haze primary water
train_24439,blooming clear primary water
train_24440,partly_cloudy primary
train_24441,clear primary
train_24442,partly_cloudy primary
train_24443,cloudy
train_24444,clear primary
train_24445,clear primary
train_24446,agriculture bare_ground clear primary
train_24447,agriculture partly_cloudy primary water
train_24448,water
train_24449,clear primary
train_24450,clear primary
train_24451,agriculture clear cultivation primary road
train_24452,clear primary
train_24453,cloudy
train_24454,clear primary
train_24455,agriculture clear habitation primary
train_24456,clear primary
train_24457,partly_cloudy primary water
train_24458,clear primary
train_24459,clear primary
train_24460,agriculture partly_cloudy primary water
train_24461,clear primary
train_24462,agriculture clear primary road
train_24463,clear primary
train_24464,clear primary selective_logging
train_24465,clear primary
train_24466,agriculture partly_cloudy primary
train_24467,clear primary
train_24468,clear primary road
train_24469,haze primary
train_24470,partly_cloudy primary
train_24471,clear primary
train_24472,cloudy
train_24473,haze primary water
train_24474,partly_cloudy primary
train_24475,agriculture clear primary water
train_24476,blooming clear primary
train_24477,agriculture clear primary road
train_24478,clear primary water
train_24479,clear primary
train_24480,agriculture haze primary
train_24481,clear primary
train_24482,agriculture clear cultivation primary road
train_24483,clear primary road selective_logging
train_24484,clear cultivation primary
train_24485,clear cultivation primary
train_24486,agriculture clear road
train_24487,clear primary
train_24488,clear primary
train_24489,clear primary
train_24490,cloudy
train_24491,haze primary water
train_24492,clear primary
train_24493,agriculture cultivation partly_cloudy primary
train_24494,agriculture partly_cloudy primary road water
train_24495,clear primary
train_24496,clear primary
train_24497,clear primary
train_24498,clear primary
train_24499,partly_cloudy primary
train_24500,partly_cloudy primary
train_24501,agriculture cultivation partly_cloudy primary
train_24502,clear cultivation primary
train_24503,clear primary
train_24504,clear cultivation primary water
train_24505,clear primary
train_24506,partly_cloudy primary
train_24507,partly_cloudy primary
train_24508,agriculture haze primary
train_24509,clear primary
train_24510,agriculture clear primary water
train_24511,partly_cloudy primary
train_24512,clear primary
train_24513,clear primary
train_24514,clear primary
train_24515,clear primary water
train_24516,agriculture clear habitation primary road
train_24517,agriculture clear primary water
train_24518,agriculture clear primary
train_24519,agriculture cultivation partly_cloudy primary road
train_24520,clear primary
train_24521,cloudy
train_24522,clear primary
train_24523,agriculture cultivation partly_cloudy primary water
train_24524,clear primary
train_24525,clear primary
train_24526,haze primary
train_24527,clear primary
train_24528,clear primary
train_24529,agriculture clear primary road
train_24530,clear primary
train_24531,clear primary
train_24532,agriculture clear cultivation primary
train_24533,agriculture clear primary
train_24534,partly_cloudy primary
train_24535,clear primary water
train_24536,clear cultivation primary
train_24537,clear primary water
train_24538,partly_cloudy primary water
train_24539,partly_cloudy primary
train_24540,clear primary
train_24541,partly_cloudy primary
train_24542,haze primary
train_24543,clear primary
train_24544,artisinal_mine clear primary water
train_24545,agriculture clear primary
train_24546,agriculture clear primary
train_24547,clear primary
train_24548,agriculture clear primary road
train_24549,clear primary
train_24550,partly_cloudy primary
train_24551,agriculture clear habitation primary
train_24552,agriculture clear primary road water
train_24553,clear primary
train_24554,agriculture haze road
train_24555,agriculture clear primary road
train_24556,agriculture clear primary road water
train_24557,clear primary road water
train_24558,clear primary
train_24559,partly_cloudy primary
train_24560,cloudy
train_24561,agriculture clear habitation primary road water
train_24562,agriculture habitation partly_cloudy primary road
train_24563,clear primary
train_24564,clear primary
train_24565,partly_cloudy primary
train_24566,agriculture clear habitation primary road
train_24567,agriculture clear cultivation habitation primary road
train_24568,clear cultivation primary road selective_logging
train_24569,cloudy
train_24570,partly_cloudy primary
train_24571,clear primary
train_24572,agriculture haze primary
train_24573,clear primary
train_24574,agriculture clear primary road
train_24575,agriculture clear primary
train_24576,clear primary
train_24577,clear habitation primary water
train_24578,habitation partly_cloudy primary water
train_24579,partly_cloudy primary
train_24580,clear primary
train_24581,clear primary water
train_24582,clear primary
train_24583,agriculture clear habitation primary road
train_24584,clear primary
train_24585,clear primary
train_24586,haze primary
train_24587,clear primary
train_24588,agriculture clear primary road
train_24589,clear primary
train_24590,clear primary
train_24591,agriculture clear cultivation primary
train_24592,clear primary selective_logging
train_24593,clear primary road water
train_24594,clear primary
train_24595,clear primary
train_24596,haze primary
train_24597,agriculture clear habitation primary
train_24598,agriculture clear cultivation primary
train_24599,clear primary
train_24600,clear primary
train_24601,agriculture partly_cloudy primary road
train_24602,partly_cloudy primary
train_24603,agriculture haze primary water
train_24604,clear primary
train_24605,partly_cloudy primary
train_24606,agriculture partly_cloudy primary road
train_24607,clear habitation primary road water
train_24608,agriculture partly_cloudy primary
train_24609,clear primary
train_24610,agriculture clear habitation primary road
train_24611,partly_cloudy primary
train_24612,clear primary
train_24613,haze primary
train_24614,agriculture habitation partly_cloudy primary road
train_24615,agriculture clear cultivation habitation primary road
train_24616,partly_cloudy primary
train_24617,clear primary
train_24618,partly_cloudy primary
train_24619,clear primary
train_24620,clear primary
train_24621,agriculture partly_cloudy primary road
train_24622,clear primary
train_24623,agriculture haze primary water
train_24624,clear primary
train_24625,agriculture clear primary
train_24626,clear primary
train_24627,agriculture haze primary water
train_24628,clear primary
train_24629,agriculture clear primary road water
train_24630,clear primary
train_24631,agriculture clear cultivation primary
train_24632,clear cultivation habitation primary road water
train_24633,agriculture clear primary road
train_24634,artisinal_mine clear primary water
train_24635,clear primary
train_24636,cloudy
train_24637,clear primary
train_24638,agriculture clear cultivation habitation primary road
train_24639,partly_cloudy primary
train_24640,cloudy
train_24641,partly_cloudy primary
train_24642,clear primary
train_24643,clear primary
train_24644,clear primary
train_24645,clear habitation primary road
train_24646,agriculture partly_cloudy primary road water
train_24647,partly_cloudy primary
train_24648,haze primary
train_24649,cloudy
train_24650,clear primary
train_24651,agriculture bare_ground clear cultivation primary
train_24652,haze primary road water
train_24653,partly_cloudy primary
train_24654,clear primary
train_24655,clear primary
train_24656,clear primary water
train_24657,clear primary
train_24658,agriculture clear primary road
train_24659,clear primary
train_24660,agriculture clear cultivation habitation primary road water
train_24661,partly_cloudy primary
train_24662,agriculture clear cultivation primary
train_24663,clear primary
train_24664,clear primary water
train_24665,clear primary
train_24666,partly_cloudy primary water
train_24667,cloudy
train_24668,agriculture clear cultivation primary road
train_24669,clear primary
train_24670,agriculture clear primary road
train_24671,agriculture habitation partly_cloudy primary road
train_24672,agriculture clear primary
train_24673,clear primary
train_24674,agriculture partly_cloudy primary
train_24675,partly_cloudy primary
train_24676,clear primary
train_24677,clear cultivation primary
train_24678,haze primary water
train_24679,clear primary
train_24680,clear primary
train_24681,clear primary water
train_24682,clear primary road water
train_24683,agriculture clear primary road
train_24684,clear primary
train_24685,partly_cloudy primary
train_24686,clear primary
train_24687,agriculture clear primary road
train_24688,clear primary
train_24689,clear primary
train_24690,agriculture bare_ground clear
train_24691,clear primary
train_24692,conventional_mine partly_cloudy primary road
train_24693,cloudy
train_24694,haze primary
train_24695,clear primary road water
train_24696,agriculture clear primary
train_24697,clear primary
train_24698,clear primary
train_24699,partly_cloudy primary
train_24700,partly_cloudy primary
train_24701,partly_cloudy primary water
train_24702,clear primary
train_24703,clear primary
train_24704,clear primary
train_24705,clear primary
train_24706,agriculture clear primary road water
train_24707,clear primary
train_24708,clear primary
train_24709,agriculture partly_cloudy primary road
train_24710,partly_cloudy primary
train_24711,haze primary
train_24712,clear primary road selective_logging
train_24713,agriculture clear cultivation primary
train_24714,partly_cloudy primary road water
train_24715,clear primary
train_24716,clear primary road water
train_24717,clear primary
train_24718,clear primary
train_24719,agriculture clear cultivation primary slash_burn
train_24720,clear primary
train_24721,partly_cloudy primary
train_24722,partly_cloudy primary road
train_24723,clear primary water
train_24724,cloudy
train_24725,clear primary
train_24726,agriculture clear primary road
train_24727,agriculture clear road
train_24728,partly_cloudy primary
train_24729,clear primary
train_24730,haze primary
train_24731,clear primary
train_24732,clear primary road
train_24733,agriculture clear primary
train_24734,clear primary
train_24735,cloudy
train_24736,partly_cloudy primary road
train_24737,clear primary water
train_24738,agriculture clear primary
train_24739,partly_cloudy primary
train_24740,haze primary
train_24741,clear primary
train_24742,partly_cloudy primary
train_24743,agriculture clear cultivation habitation primary road
train_24744,agriculture clear habitation primary road
train_24745,agriculture partly_cloudy primary
train_24746,artisinal_mine haze primary water
train_24747,clear primary
train_24748,haze primary
train_24749,clear primary
train_24750,partly_cloudy primary
train_24751,haze primary
train_24752,haze primary
train_24753,clear primary
train_24754,cultivation haze primary
train_24755,clear primary
train_24756,clear primary
train_24757,agriculture clear cultivation primary
train_24758,clear primary
train_24759,agriculture cultivation haze primary
train_24760,agriculture partly_cloudy primary water
train_24761,partly_cloudy primary
train_24762,agriculture clear primary
train_24763,clear primary
train_24764,partly_cloudy primary
train_24765,agriculture clear primary road
train_24766,agriculture cultivation partly_cloudy primary road water
train_24767,clear habitation primary road
train_24768,haze primary
train_24769,clear primary
train_24770,clear primary
train_24771,agriculture clear primary
train_24772,clear primary
train_24773,agriculture partly_cloudy primary water
train_24774,clear primary
train_24775,partly_cloudy primary
train_24776,artisinal_mine clear primary water
train_24777,cloudy
train_24778,partly_cloudy primary
train_24779,clear primary
train_24780,clear primary
train_24781,partly_cloudy primary
train_24782,partly_cloudy primary
train_24783,clear primary
train_24784,agriculture clear habitation primary water
train_24785,clear primary water
train_24786,clear primary
train_24787,agriculture partly_cloudy primary
train_24788,agriculture clear habitation primary water
train_24789,partly_cloudy primary
train_24790,clear primary water
train_24791,clear primary
train_24792,clear primary
train_24793,partly_cloudy primary
train_24794,agriculture partly_cloudy primary road
train_24795,agriculture clear primary water
train_24796,haze primary
train_24797,haze primary water
train_24798,clear primary
train_24799,agriculture clear road
train_24800,partly_cloudy primary
train_24801,haze primary water
train_24802,clear primary
train_24803,clear primary
train_24804,clear cultivation primary water
train_24805,agriculture clear primary road
train_24806,haze primary
train_24807,clear primary
train_24808,partly_cloudy primary
train_24809,haze primary
train_24810,agriculture clear habitation primary road
train_24811,agriculture partly_cloudy primary
train_24812,partly_cloudy primary
train_24813,clear primary
train_24814,agriculture clear primary road
train_24815,clear primary
train_24816,agriculture clear habitation primary road
train_24817,clear primary water
train_24818,clear primary
train_24819,clear primary
train_24820,agriculture clear cultivation habitation primary
train_24821,clear primary
train_24822,clear primary
train_24823,agriculture habitation haze primary road water
train_24824,clear primary
train_24825,clear primary
train_24826,partly_cloudy primary
train_24827,agriculture haze primary
train_24828,agriculture haze primary road
train_24829,cloudy
train_24830,clear primary
train_24831,clear primary
train_24832,haze primary
train_24833,clear primary
train_24834,partly_cloudy primary
train_24835,clear primary
train_24836,agriculture clear primary road
train_24837,agriculture haze primary
train_24838,clear primary
train_24839,clear primary
train_24840,agriculture clear primary
train_24841,partly_cloudy primary
train_24842,clear primary
train_24843,clear primary
train_24844,agriculture clear habitation primary road water
train_24845,clear habitation primary slash_burn
train_24846,agriculture clear cultivation primary
train_24847,clear primary water
train_24848,haze primary
train_24849,agriculture haze primary
train_24850,agriculture clear cultivation primary
train_24851,clear primary
train_24852,clear primary road water
train_24853,clear primary
train_24854,clear primary
train_24855,agriculture clear primary
train_24856,clear primary
train_24857,haze primary
train_24858,clear primary
train_24859,cloudy
train_24860,clear primary
train_24861,clear primary
train_24862,partly_cloudy primary
train_24863,partly_cloudy primary
train_24864,agriculture clear primary water
train_24865,clear primary
train_24866,partly_cloudy primary road water
train_24867,agriculture partly_cloudy primary road
train_24868,agriculture cultivation habitation haze primary road water
train_24869,agriculture clear primary water
train_24870,blow_down clear primary
train_24871,agriculture clear primary water
train_24872,agriculture clear habitation primary road water
train_24873,agriculture clear cultivation primary
train_24874,clear cultivation habitation primary water
train_24875,agriculture clear primary water
train_24876,partly_cloudy primary road water
train_24877,artisinal_mine clear water
train_24878,agriculture clear primary road
train_24879,clear primary
train_24880,agriculture partly_cloudy primary
train_24881,clear cultivation primary
train_24882,haze primary selective_logging
train_24883,clear primary
train_24884,clear water
train_24885,clear habitation primary
train_24886,agriculture clear primary road
train_24887,agriculture partly_cloudy primary road
train_24888,clear conventional_mine habitation primary
train_24889,agriculture clear cultivation primary
train_24890,agriculture clear primary water
train_24891,cloudy
train_24892,clear primary
train_24893,agriculture clear habitation primary road
train_24894,agriculture clear primary
train_24895,blooming partly_cloudy primary
train_24896,agriculture clear primary road
train_24897,cloudy
train_24898,agriculture partly_cloudy primary
train_24899,agriculture clear primary road
train_24900,clear primary
train_24901,clear primary selective_logging
train_24902,agriculture haze primary road
train_24903,partly_cloudy primary
train_24904,clear primary
train_24905,partly_cloudy primary
train_24906,clear primary
train_24907,agriculture clear cultivation primary road
train_24908,agriculture bare_ground haze primary
train_24909,agriculture partly_cloudy primary
train_24910,agriculture partly_cloudy primary road
train_24911,partly_cloudy primary
train_24912,haze primary
train_24913,agriculture clear primary road
train_24914,clear primary
train_24915,partly_cloudy primary
train_24916,clear primary
train_24917,cloudy
train_24918,partly_cloudy primary
train_24919,agriculture clear primary
train_24920,clear primary
train_24921,partly_cloudy primary
train_24922,partly_cloudy primary water
train_24923,agriculture clear habitation primary road
train_24924,haze primary
train_24925,clear primary
train_24926,haze primary road water
train_24927,haze primary
train_24928,clear primary
train_24929,clear primary
train_24930,agriculture clear cultivation habitation primary road water
train_24931,clear primary water
train_24932,clear primary slash_burn
train_24933,clear primary
train_24934,clear primary
train_24935,agriculture clear cultivation primary
train_24936,cloudy
train_24937,partly_cloudy primary
train_24938,clear primary
train_24939,agriculture clear primary
train_24940,haze primary water
train_24941,clear primary
train_24942,clear primary
train_24943,clear primary
train_24944,clear primary
train_24945,cloudy
train_24946,agriculture habitation haze primary road
train_24947,clear primary
train_24948,clear primary
train_24949,agriculture clear cultivation primary
train_24950,cloudy
train_24951,agriculture clear cultivation primary
train_24952,clear primary
train_24953,agriculture clear cultivation primary road
train_24954,agriculture clear primary water
train_24955,clear primary road water
train_24956,clear primary
train_24957,clear primary
train_24958,cloudy
train_24959,bare_ground clear
train_24960,agriculture clear cultivation primary
train_24961,agriculture clear primary
train_24962,agriculture clear habitation primary
train_24963,clear primary water
train_24964,agriculture clear cultivation primary
train_24965,clear primary road water
train_24966,clear primary
train_24967,clear primary
train_24968,partly_cloudy primary
train_24969,clear primary water
train_24970,clear primary
train_24971,clear primary
train_24972,agriculture partly_cloudy primary road water
train_24973,partly_cloudy primary
train_24974,clear primary
train_24975,clear primary water
train_24976,clear primary water
train_24977,agriculture clear primary water
train_24978,agriculture cultivation habitation partly_cloudy primary road
train_24979,agriculture partly_cloudy primary
train_24980,clear primary
train_24981,clear primary
train_24982,clear primary
train_24983,clear primary
train_24984,clear habitation road
train_24985,partly_cloudy primary
train_24986,clear primary
train_24987,clear primary
train_24988,clear primary
train_24989,cloudy
train_24990,partly_cloudy primary
